jobid,jobtitle,normalized_skills
61016007128,Hiring for CSE. 4L Package/loc-hsr Layout. Cnt NIDA 7204053200,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Hindi']"
71016004129,Java Developers - JK Technosoft,"['Java', 'SQL', 'Operations']"
71016004161,Third Party Risk Assessment - Across Levels -financial Domain,[]
61016901013,Lead-hybrid Mobile Apps,"['Java', 'C', 'Angular', 'HTML', 'CSS', 'JavaScript']"
71016001473,Key Account Manager-government Sector,['Communication']
71016001108,Implementation Engineer(senior),['MySQL']
71016001784,Immediate Openings for Sailpoint Identity IQ 6.x or Sailpoint IQ,"['Java', 'Oracle', 'Communication']"
140616009529,"Immediate Opening for UI Developer- Chennai, Bangalore, Pune","['JavaScript', 'HTML', 'CSS']"
71016002174,Sr Portal Developer,"['Java', 'JavaScript', 'CSS', 'SQL', 'Oracle', 'Communication']"
71016901055,Accounts Payable and Receivable,"['Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
71016900934,Java J2ee with UI Developer,"['Java', 'JavaScript', 'HTML', 'CSS', 'SQL']"
61016006523,SAP SD Opening - Bangalore,"['BPO', 'Operations']"
10916003065,Urgent Opportunity - Commercial Leasing Salarpuria Sattva,[]
71016901012,Software Product Owner RCM (edi),['Java']
61016001739,Senior Software Engineer,"['Java', 'JavaScript', 'CSS', 'SQL', 'Jenkins', 'Communication']"
220916000365,"Business Development Executive- Healthcare/ Medical Devices, Bangalore","['C', 'Communication']"
190816003942,Sybase and Power Builder Developer,[]
190516001420,Manual Testing_pune WORK Location(for Amdocs)_ Interview in Bangalore,"['SQL', 'Communication']"
60616008393,Accounts Executive and Finance Manager,['Computer Vision']
61016901074,Senior Software Engineer - Scrapping - C#/.net/mvc,"['C', 'JavaScript', 'HTML', 'Angular', 'SQL', 'Git']"
71215007000,An Excellent Opportunity for Cognos Admin/developer in Bangalore,"['SQL', 'Oracle', 'Communication']"
90416000960,Financial Controller / CFO,"['Internet', 'Operations']"
61016005685,Immediate Opportunity | Dot Net Developers | EY | Bangalore,"['C', 'R', 'SQL', 'Oracle', 'Communication']"
71016900406,Sap-extended Wareh.&logis.- Logis. Serv. Providers,['Operations']
71016900169,Hardware Engineer,[]
100616006949,Hiring for HR Counsellor for Bangalore Location - Urgent Opening,"['MS Office', 'Internet', 'Communication']"
230816007817,Hiring For Tableau Developers in PUNE,"['SQL', 'Tableau', 'Operations', 'Communication']"
71016001860,Principal Escalation Engineer (l3/l2) at Bangalore,"['Python', 'Java', 'Docker']"
130516001115,Manual Testing_pune Work Location(for Amdocs)_bangalore Interview(14/5,"['SQL', 'Communication']"
71016900235,CB - Business Analyst - Team Leader,"['MS Office', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
60916000700,"Big Data,scala Development, 5-8yrs, Bangalore","['MongoDB', 'Kafka', 'Communication', 'Apache Spark']"
180416006883,Urgent Opening For Sterling WMS Developer with an Leading MNC,"['Java', 'Angular', 'Oracle', 'Communication', 'JavaScript']"
51016902411,Senior Business Development - Enterprise IT/ ERP Sales - Direct Sales,"['Excel', 'MS Office', 'PowerPoint', 'Communication']"
61016004216,Manager Finance and Corp Affairs,[]
61016900751,PMO- BFSI,"['MS Office', 'Operations', 'Communication']"
61016006050,Job|opening for Software Engineering Manager,"['Java', 'SQL', 'Oracle']"
40816001024,Systems Engineer Openings @ Bangalore with Intelliswift Software,"['Python', 'Java', 'C', 'Oracle', 'Ansible', 'php']"
71016900045,Postdoctoral Fellowship in Physics & Mathematics,['R']
71016002274,Urgent Requirement FOR DC OPS L1,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
10916900691,Cisco ADM Engineer - Network/system Administration,['Internet']
110416005773,Opening for Genesys in a Leading MNC,[]
61015900073,Business Development Executive,[]
61016006458,Direct Channel Opening in TATA Life Insurance Call 8237634700,"['Communication', 'Computer Vision']"
71016002713,Sail Point Sr. Developer/sr.consultant,"['Java', 'Oracle']"
220916007333,Very Exciting Opportunity in a Fortune Company,"['SQL', 'Oracle', 'Hadoop', 'Hive', 'Communication', 'Apache Spark']"
300616005388,Customer Service Exeutive,['Customer Service']
71016001667,Front desk Executive,['Communication']
61016007084,Academic Research Writer,"['KPO', 'English']"
61016900689,MS Cloud Architect,"['C', 'HTML', 'CSS', 'Angular', 'SQL', 'AWS', 'Azure', 'Docker', 'Terraform', 'Communication']"
30816000565,Immediate Opening for Splunk Developer/lead -For Contract (3-5 Months),[]
71016003990,Technology Manager - Windows,['Operations']
51016902601,Oracle ATG Commerce Consultant - J2ee/ Weblogic/ SQL Server,"['Java', 'SQL', 'Oracle']"
71016003554,Technology Specialist - SQL Database,"['SQL', 'Communication']"
61016900946,Head - Human Resource - Online Real Estate Portal,[]
71016000193,Php Developer,"['MySQL', 'Internet', 'Communication', 'php']"
71115001525,"In Bangalore,chennai Positions OPEN for Adobe CQ/ AEM Developer",[]
90716002083,"C++, Unix Application Programming, Python Scripting","['Python', 'C']"
71016003968,Senior Delivery Manager - Insurance Domain - Captive BPO,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
61016900835,Mobile Architect,['Internet']
61016007035,Looking for Web/digital Analytics Professionals | Bangalore,"['Java', 'JavaScript', 'BPO', 'Call Center', 'Operations']"
71016900095,Verification Engineer - Asic/ SoC/ PCI- e,['Computer Vision']
41016004638,Hybrid Develop-android,"['Java', 'C', 'JavaScript', 'Angular', 'HTML', 'CSS']"
71016900637,Sharepoint Developer,"['Oracle', 'Computer Vision']"
71016001376,Senior Analyst - Research,"['Excel', 'MS Office', 'MS Word', 'PowerPoint', 'KPO', 'English', 'Communication']"
71016003335,Desktop Application Developer - Using VC++ / VC#,[]
61016006043,"Commi 2/1 & DCDP Specialized in Korean/japanese Cuisine, Kuwait",[]
71016900177,"Senior Manager, Vendor Management","['Excel', 'Communication', 'Machine Learning', 'AWS', 'Amazon EC2', 'Amazon S3']"
71016900964,Oracle apps Finance Technical Consultant,['Oracle']
61016006053,Am/dm/mgr - Cyber Security - VAPT,"['Cybersecurity', 'Ethical Hacking', 'Operations', 'Communication']"
71016000963,Hardware Design Engineer (6 Months to 1 year Contract),[]
71016900863,Customer Support Executive - Voice Process,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Hindi', 'Communication']"
90716002054,Core java -enterprise Platform,"['Java', 'JavaScript']"
61016900749,Software Engineer /senior Software Engineer /lead- Engineering,"['C', 'Wireshark']"
71016001293,"Call Center,international Bpo,voice Process Call Ranjitha","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
61016006660,Sales BDE for Pharmacy Industry Urgent Requirements,[]
41016006530,Test Automation Engineer,"['Python', 'Java', 'Internet', 'Operations']"
60716005511,Immediate Oppening for Java Developer with Front End Development,"['Java', 'JavaScript', 'HTML', 'CSS', 'Angular']"
61016901919,Beautician,[]
61016901841,Channel / Biz. Development Manager,"['Network Security', 'English', 'Communication']"
71016003705,Opening for Kitchen Department in Restaurant Chain_hyderabad/chennai,[]
71016002704,Requirement OF Manager/ Sr. Manager IN BIG 4,[]
61016901847,SAP ABAP Consultant,[]
61016006309,Senior/junior Technician for Elite Elevators,"['Basic Computer Knowledge', 'English', 'Hindi']"
61016006568,Mobile Hybrid Application Developer,"['Java', 'JavaScript', 'Communication', 'HTML']"
61016005929,Urgent Requirement For Marketing Executive,['Communication']
61016900692,MS .net Architect,"['C', 'JavaScript', 'SQL', 'Communication', 'Amazon S3']"
11016002044,Opening for IT Recruiter to Team Leadwith C2H Recruitment- Bangalore,['Communication']
90616007619,"Sales Officer,","['English', 'Hindi', 'Communication']"
71016000670,Urgent Opening on Gensys for CMM 5 Level Client(contract),[]
71016001492,Executive - Lead Management & Marketing (south Asia),"['MS Office', 'English', 'Hindi', 'Communication']"
61016007010,Associate Project Manager-bangalore-exp-,"['C', 'Communication']"
71016002668,"Hiring FOR Hsbc,unysis,dell AND Azuga","['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'C']"
71016901056,iOS Developer,"['C', 'Git', 'Internet']"
71016900143,Physical Design Engineer (semiconductor and Vlsi),[]
61016004238,Senior Associate-core Java at Bangalore,"['Java', 'C', 'Operations', 'Communication']"
71016900881,Android Developer,['HTML']
71016900166,Customer Care Associate,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
61016901723,Manager - Finance & Accounts - CA - IT,"['Excel', 'Internet', 'Operations']"
71016001409,Project Lead / Software Engineer,"['C', 'SQL']"
61016006574,Hiring for Estimation & Costing,['R']
71016003734,Medical Coder(surgery & Radiology),"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
71016900938,Java/jee with Pl/sql Developer,"['Java', 'SQL', 'Communication']"
71016002421,English To Tamil Translators Full Time for Bangalore & Gurgaon,"['Internet', 'Typing', 'English', 'Tamil', 'Communication']"
61016006058,RPG Developer As400,['SQL']
71016001407,Regional Sales Manager-bangalore,[]
61016901914,Physiotherapist,['R']
71016001156,"Software Development, Software Developer,",[]
71016001651,Urban Designer - Team Lead,['R']
71016001417,"Carpenter- Bangalore, Candidates From Any Location Can Apply","['English', 'Hindi', 'Communication']"
61016006606,Procurement Associate(only Female Candidates),"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
51016900618,Senior UX Designer/ux Designer - Wireframe,['Communication']
61016901724,Manager - Finance & Accounts - CA - Telecom,"['Excel', 'Internet', 'Operations']"
71016900267,"CIB - Transaction Processing Specialist, Billing Operating Unit","['Excel', 'MS Office', 'Data Processing', 'Customer Service', 'Operations', 'Communication']"
71016001422,Graphic Designer,"['Internet', 'Communication']"
71016002527,Openings for Quality Analyst In Leading E Commerce Company,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
71016900573,ATE Test Engineers,['C']
71016900940,JFS Contractor Developer,"['C', 'JavaScript', 'HTML', 'SQL']"
130216000493,Opening for Tivoli Identity Manager for a Leading MNC,['Java']
20816005521,Urgent Requirement for Technical Lead,"['C', 'SQL', 'Communication']"
61016006473,Job Opportunity for C Programming with Linux and Openwrt,"['Python', 'C']"
71016900234,CB - Business Analyst - Team Leader,"['Excel', 'PowerPoint', 'Customer Service', 'BPO', 'KPO', 'Operations', 'English', 'Communication']"
61016900640,Front- End Developer,"['JavaScript', 'HTML', 'CSS', 'Internet']"
71016001875,Senior Systems Administrator - Windows L3,['Oracle']
70416004875,Opening for Synon 2 E/ Cool 2E @ Bangalore & Noida,[]
270616005358,Associate Art Director-3d Design for Event Management Group(bangalore),[]
51016902744,Applications Developer Lead,"['Java', 'JavaScript', 'Oracle', 'PowerPoint', 'Communication', 'Angular']"
61016006875,Mulesoft Developer,"['Java', 'Computer Vision']"
41016007499,AIX Administrator,['Communication']
30416000563,BI DW Analytics Practice Head - VP Level - Bangalore,[]
150316000906,AEM - Developer / Senoir Developer,"['Java', 'Computer Vision']"
61016901846,SAP ABAP Consultant,[]
61016900685,SE/ SSE / Lead- Engineering,"['C', 'Wireshark']"
61016901123,SAP ABAP CRM or Finance Consultant,[]
61115003785,AEM Developer/ Adobe CQ Developer; Exp: 2 - 12 Years ; Loc: Bangalore.,['Java']
220616003801,Solution Manager Ims/volte/core,['Operations']
61016007052,Huge Openings for bpo Voice Process..cnt Shiny,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
71016900580,Associate- International Voice Process,"['Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
71016000869,Technical Writer,"['Data Entry', 'Customer Service', 'BPO', 'KPO', 'Operations', 'English', 'Hindi', 'Communication']"
71016003946,General Manager - Medical Department | Confidential,"['R', 'Operations', 'Communication']"
110516007386,Java Product Development for a Leading MNC,"['Java', 'SQL', 'Oracle', 'English', 'Communication']"
71016001627,Cabin Crew,[]
71016900947,Linux Administrator,"['AWS', 'Communication']"
71016001976,Hiring Team Lead for Apple Hardware Support with Ample Technologies,['Communication']
71016900869,.Net C# with MVC 4 Developer,"['C', 'JavaScript', 'HTML', 'CSS']"
61016006553,Oracle Fusion - HCM Functional Consultant,"['Oracle', 'Communication']"
120916002842,Program Manager - Application Security,"['Python', 'Java', 'C', 'Operations', 'php']"
71016001859,"Java NMS EMS Team Lead,architect,senior Team Lead-telecom Mnc-bangalor",['Java']
61016900630,Application Developer,"['Java', 'HTML', 'CSS', 'React', 'Angular', 'GitHub', 'Internet']"
71016900762,O365 with Exchange Server Professional,"['English', 'Communication']"
51016902422,UI Professional - Front End Development - Javascript/angularjs/node.js,"['JavaScript', 'HTML', 'CSS', 'Angular']"
61016004686,Urgent Opening For Mobility - Manager/architect,"['Operations', 'Communication']"
61016005934,Job|opening for SAP PI for Bangalore Location,['Operations']
61016005909,"Area Sales Manager - Hubli , Trivandrum ,bangalore",[]
71016003534,Product Support Engineer - Software ITES BPO,"['C', 'R', 'SQL', 'Azure', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
71016001755,Project Execution (mivan) for Realty Company in Bangalore,['Operations']
71016901144,UX Ninja,"['JavaScript', 'HTML', 'CSS', 'Internet']"
71016900667,C++ Rtos( Senior Engineer),"['C', 'Communication']"
70916005118,JDE Edwards /JDE CSMS,[]
61016900398,Sr Software Engineer / Technical lead,"['Python', 'C', 'JavaScript', 'HTML', 'SQL', 'MongoDB', 'Hadoop', 'Hive', 'AWS', 'Azure', 'Internet', 'php', 'Machine Learning', 'Artificial Intelligence', 'Apache Spark']"
71016900390,Maximo,['Operations']
10715901555,Sterling Developer,[]
170316001011,As/400 - Developer,['SQL']
71016000916,"Dayshift BPO , Call Center , Voice Support , Sal upto 25k","['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
140316900771,Java Developer with MNC,['Java']
71016900315,Financial Analysis Advisor,"['Oracle', 'Excel', 'Operations', 'English', 'Communication']"
71016900040,IT Vendor Selection - Internet/ Online,"['Java', 'C', 'Internet']"
71016900927,"Java (restful, Spring) Developer","['Java', 'MySQL', 'Jenkins', 'Communication']"
150616001645,IT Recruitment Speacialist,[]
61016002687,Phlebotomist for a Startup Co. in Health Care Services in Bangalore,"['R', 'Communication']"
61016900628,Engineer - Linux/ Data,"['Python', 'Java', 'AWS', 'Git', 'Internet', 'Machine Learning']"
71016900148,Senior Java AWS Developer - Webservices/ Restful,"['Java', 'JavaScript', 'AWS', 'Jenkins', 'Node.js']"
51016902753,CIB Equities -tm-sales US Portal-core Java Developer Lead,"['Java', 'C', 'SQL', 'Communication']"
61016005821,Senior Mobile Tester,"['Java', 'C', 'SQL', 'Operations']"
61016900383,Unity Engineer,"['C', 'JavaScript', 'Internet', 'Communication', 'Artificial Intelligence']"
51016902707,Applications Developer (601-602) - IND,"['Java', 'JavaScript', 'Angular', 'Call Center', 'Operations', 'Communication', 'Data Analysis', 'HTML']"
61016006733,Immediate Openings for Customer Support with Top MNC,"['Oracle', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
51016001323,"Senior Engineer / Tech Lead (C#, Restful, Signalr)","['C', 'R', 'SQL', 'AWS', 'Azure', 'Git', 'Wireshark']"
310516004758,Opportunity In Python Development,"['Python', 'Pandas', 'NumPy']"
61016007546,"Maintenance Executive - Mumbai, Bangalore (fmcg Company)",[]
